State Code,County Code,Parameter Name,Units of Measure,Arithmetic Mean
42,3,Wind Direction - Scalar,Degrees Compass,216.016033
42,3,Outdoor Temperature,Degrees Fahrenheit,40.606364
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.739954
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),20.230769
42,3,Carbon monoxide,Parts per million,0.405847
42,3,Carbon monoxide,Parts per million,0.405321
42,3,Nitric oxide (NO),Parts per billion,5.385909
42,3,Nitrogen dioxide (NO2),Parts per billion,19.935165
42,3,Nitrogen dioxide (NO2),Parts per billion,10.610239
42,3,Oxides of nitrogen (NOx),Parts per billion,16.021106
42,3,Wind Speed - Scalar,Knots,3.998579
42,3,Wind Direction - Scalar,Degrees Compass,211.816224
42,3,Outdoor Temperature,Degrees Fahrenheit,40.653342
42,3,Relative Humidity ,Percent relative humidity,72.262821
42,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.741355
42,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.69011
42,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.69011
42,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.69011
42,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.69011
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.870051
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.463415
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.12564
42,3,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14.791209
42,21,Carbon monoxide,Parts per million,0.117579
42,21,Carbon monoxide,Parts per million,0.118652
42,49,Carbon monoxide,Parts per million,0.081273
42,49,Carbon monoxide,Parts per million,0.081345
42,69,Carbon monoxide,Parts per million,0.162717
42,69,Carbon monoxide,Parts per million,0.163567
44,3,Wind Speed - Resultant,Knots,2.074764
44,3,Wind Direction - Resultant,Degrees Compass,200.491228
44,3,Outdoor Temperature,Degrees Fahrenheit,33.994602
44,3,Barometric pressure,Millibars,1006.285714
44,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.947297
44,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.896774
44,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.896774
44,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.896774
44,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.896774
44,7,Wind Speed - Resultant,Knots,4.456662
44,7,Wind Direction - Resultant,Degrees Compass,233.188627
44,7,Std Dev Vt Wind Direction,Degrees Compass,20.63939
44,7,Outdoor Temperature,Degrees Fahrenheit,36.448925
44,7,Relative Humidity ,Percent relative humidity,62.672043
44,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10
44,7,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9
44,7,Black carbon PM2.5 STP,Micrograms/cubic meter (25 C),0.413078
44,7,"Particle Number, Total Count",Count per cm^3,6304.922563
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.721024
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.670968
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.670968
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.670968
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.670968
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.111765
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.111765
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.111765
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.111765
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21
44,7,Carbon monoxide,Parts per million,0.57694
44,7,Carbon monoxide,Parts per million,0.57265
44,7,Nitric oxide (NO),Parts per billion,38.899579
44,7,Nitrogen dioxide (NO2),Parts per billion,32.712903
44,7,Nitrogen dioxide (NO2),Parts per billion,20.773913
44,7,Oxides of nitrogen (NOx),Parts per billion,59.672651
44,7,Black carbon PM2.5 STP,Micrograms/cubic meter (25 C),1.315943
44,7,"Particle Number, Total Count",Count per cm^3,45890.80795
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.938776
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.963333
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.963333
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.963333
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.963333
44,7,Carbon monoxide,Parts per million,0.276341
44,7,Carbon monoxide,Parts per million,0.276812
44,7,Sulfur dioxide,Parts per billion,0.564516
44,7,Sulfur dioxide,Parts per billion,0.228289
44,7,Sulfur dioxide,Parts per billion,0.225806
44,7,Sulfur dioxide,Parts per billion,0.212931
44,7,Sulfur dioxide,Parts per billion,0.230758
44,7,SO2 max 5-min avg,Parts per billion,0.312164
44,7,Reactive oxides of nitrogen (NOy),Parts per billion,18.200275
44,7,Nitric oxide (NO),Parts per billion,6.056153
44,7,Nitric oxide (NO),Parts per billion,6.330716
44,7,Nitrogen dioxide (NO2),Parts per billion,24.445161
44,7,Nitrogen dioxide (NO2),Parts per billion,11.6157
44,7,Oxides of nitrogen (NOx),Parts per billion,17.670156
44,7,Ozone,Parts per million,0.037419
44,7,Ozone,Parts per million,0.033806
44,7,Ozone,Parts per million,0.033806
44,7,Ozone,Parts per million,0.033133
44,7,Wind Speed - Resultant,Knots,4.100673
44,7,Wind Direction - Resultant,Degrees Compass,221.271871
44,7,Outdoor Temperature,Degrees Fahrenheit,36.650067
44,7,Relative Humidity ,Percent relative humidity,68.386272
44,7,Barometric pressure,Millibars,1013.403226
44,7,Black carbon PM2.5 STP,Micrograms/cubic meter (25 C),0.468156
44,7,Black carbon PM2.5 STP,Micrograms/cubic meter (25 C),0.473176
44,7,PM10 - LC,Micrograms/cubic meter (LC),9.3125
44,7,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.85625
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.65
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.65
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.65
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.65
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.91498
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.874194
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.874194
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.874194
44,7,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.874194
44,9,Wind Speed - Resultant,Knots,4.017227
44,9,Wind Direction - Resultant,Degrees Compass,215.437416
44,9,Outdoor Temperature,Degrees Fahrenheit,36.923284
44,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.796496
44,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.748387
44,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.748387
44,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.748387
44,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.748387
45,3,Ozone,Parts per million,0.039677
45,3,Ozone,Parts per million,0.036323
45,3,Ozone,Parts per million,0.036323
45,3,Ozone,Parts per million,0.036267
45,7,Ozone,Parts per million,0.038774
45,7,Ozone,Parts per million,0.035742
45,7,Ozone,Parts per million,0.035742
45,7,Ozone,Parts per million,0.035833
45,7,Ozone,Parts per million,0.039607
45,7,Ozone,Parts per million,0.035821
45,7,Ozone,Parts per million,0.035821
45,7,Ozone,Parts per million,0.035345
45,15,Ozone,Parts per million,0.040759
45,15,Ozone,Parts per million,0.037345
45,15,Ozone,Parts per million,0.037345
45,15,Ozone,Parts per million,0.037759
45,19,Sulfur dioxide,Parts per billion,1.253846
45,19,Sulfur dioxide,Parts per billion,0.365758
45,19,Sulfur dioxide,Parts per billion,0.367033
45,19,Sulfur dioxide,Parts per billion,0.341818
45,19,Sulfur dioxide,Parts per billion,0.367658
45,19,Nitric oxide (NO),Parts per billion,2.796398
45,19,Nitrogen dioxide (NO2),Parts per billion,18.107143
45,19,Nitrogen dioxide (NO2),Parts per billion,7.528264
45,19,Oxides of nitrogen (NOx),Parts per billion,10.302651
45,19,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14.439183
45,19,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.989011
45,19,PM10 - LC,Micrograms/cubic meter (LC),15.108635
45,19,Sulfur dioxide,Parts per billion,0.436264
45,19,Sulfur dioxide,Parts per billion,0.059935
45,19,Sulfur dioxide,Parts per billion,0.056044
45,19,Sulfur dioxide,Parts per billion,0.051192
45,19,Sulfur dioxide,Parts per billion,0.061423
45,19,Nitric oxide (NO),Parts per billion,1.046275
45,19,Nitrogen dioxide (NO2),Parts per billion,4.285714
45,19,Nitrogen dioxide (NO2),Parts per billion,1.712633
45,19,Oxides of nitrogen (NOx),Parts per billion,2.697362
45,19,Ozone,Parts per million,0.044258
45,19,Ozone,Parts per million,0.040806
45,19,Ozone,Parts per million,0.040806
45,19,Ozone,Parts per million,0.040633
45,19,Wind Speed - Resultant,Knots,1.982097
45,19,Wind Direction - Resultant,Degrees Compass,204.325092
45,19,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.315792
45,19,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),5.262921
45,19,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.003889
45,19,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.983146
45,19,Sample Flow Rate- CV,Percent,0.093023
45,19,Sample Volume,Cubic meter,23.984884
45,19,Ambient Min Temperature,Degrees Centigrade,9.339535
45,19,Ambient Max Temperature,Degrees Centigrade,20.604651
45,19,Average Ambient Temperature,Degrees Centigrade,14.602326
45,19,Sample Min Baro Pressure,Millimeters (mercury),761.337209
45,19,Sample Max Baro Pressure,Millimeters (mercury),767.395349
45,19,Average Ambient Pressure,Millimeters (mercury),764.337209
45,19,Elapsed Sample Time,Minutes,1438.104651
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.938372
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.938372
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.938372
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.938372
45,19,Sample Flow Rate- CV,Percent,0.09
45,19,Sample Volume,Cubic meter,23.97625
45,19,Ambient Min Temperature,Degrees Centigrade,10.1325
45,19,Ambient Max Temperature,Degrees Centigrade,20.03625
45,19,Average Ambient Temperature,Degrees Centigrade,14.6725
45,19,Sample Min Baro Pressure,Millimeters (mercury),764.7875
45,19,Sample Max Baro Pressure,Millimeters (mercury),771.7
45,19,Average Ambient Pressure,Millimeters (mercury),768.175
45,19,Elapsed Sample Time,Minutes,1437.55
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21125
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21125
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21125
45,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.21125
45,19,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.831748
45,19,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.739326
45,25,Ozone,Parts per million,0.043581
45,25,Ozone,Parts per million,0.040161
45,25,Ozone,Parts per million,0.040161
45,25,Ozone,Parts per million,0.039967
45,25,Sample Flow Rate- CV,Percent,0.093548
45,25,Sample Volume,Cubic meter,23.990323
45,25,Ambient Min Temperature,Degrees Centigrade,6.616129
45,25,Ambient Max Temperature,Degrees Centigrade,17.345161
45,25,Average Ambient Temperature,Degrees Centigrade,11.7
45,25,Sample Min Baro Pressure,Millimeters (mercury),750.774194
45,25,Sample Max Baro Pressure,Millimeters (mercury),757.225806
45,25,Average Ambient Pressure,Millimeters (mercury),753.967742
45,25,Elapsed Sample Time,Minutes,1438.580645
45,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.912903
45,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.912903
45,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.912903
45,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.912903
45,25,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.571378
45,25,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.695652
45,25,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.852473
45,25,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.873913
45,31,Ozone,Parts per million,0.04129
45,31,Ozone,Parts per million,0.038133
45,31,Ozone,Parts per million,0.038133
45,31,Ozone,Parts per million,0.037933
45,37,Ozone,Parts per million,0.041
45,37,Ozone,Parts per million,0.038
45,37,Ozone,Parts per million,0.038
45,37,Ozone,Parts per million,0.0378
45,37,Sample Flow Rate- CV,Percent,0.093333
45,37,Sample Volume,Cubic meter,23.993333
45,37,Ambient Min Temperature,Degrees Centigrade,7.49
45,37,Ambient Max Temperature,Degrees Centigrade,18.043333
45,37,Average Ambient Temperature,Degrees Centigrade,12.256667
45,37,Sample Min Baro Pressure,Millimeters (mercury),744.833333
45,37,Sample Max Baro Pressure,Millimeters (mercury),750.7
45,37,Average Ambient Pressure,Millimeters (mercury),747.566667
45,37,Elapsed Sample Time,Minutes,1438.6
45,37,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.493333
45,37,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.493333
45,37,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.493333
45,37,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.493333
45,37,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.897535
45,37,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.826087
45,41,Sample Flow Rate- CV,Percent,0.09
45,41,Sample Volume,Cubic meter,23.986667
45,41,Ambient Min Temperature,Degrees Centigrade,7.406667
45,41,Ambient Max Temperature,Degrees Centigrade,18.496667
45,41,Average Ambient Temperature,Degrees Centigrade,12.646667
45,41,Sample Min Baro Pressure,Millimeters (mercury),758.4
45,41,Sample Max Baro Pressure,Millimeters (mercury),764.9
45,41,Average Ambient Pressure,Millimeters (mercury),761.666667
45,41,Elapsed Sample Time,Minutes,1438.166667
45,41,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.663333
45,41,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.663333
45,41,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.663333
45,41,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.663333
45,41,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.48997
45,41,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.432143
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.1525
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0202
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.060714
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0758
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0578
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0408
45,41,Lead (TSP) LC,Micrograms/cubic meter (LC),0.0497
45,45,Sulfur dioxide,Parts per billion,0.252439
45,45,Sulfur dioxide,Parts per billion,0.043922
45,45,Sulfur dioxide,Parts per billion,0.045122
45,45,Sulfur dioxide,Parts per billion,0.037346
45,45,Sulfur dioxide,Parts per billion,0.043714
45,45,Nitric oxide (NO),Parts per billion,2.427489
45,45,Nitrogen dioxide (NO2),Parts per billion,19.060976
45,45,Nitrogen dioxide (NO2),Parts per billion,8.109651
45,45,Oxides of nitrogen (NOx),Parts per billion,10.563921
45,45,Sample Flow Rate- CV,Percent,0.094118
45,45,Sample Volume,Cubic meter,24.083529
45,45,Ambient Min Temperature,Degrees Centigrade,5.308235
45,45,Ambient Max Temperature,Degrees Centigrade,15.291765
45,45,Average Ambient Temperature,Degrees Centigrade,10.169412
45,45,Sample Min Baro Pressure,Millimeters (mercury),734.070588
45,45,Sample Max Baro Pressure,Millimeters (mercury),740.317647
45,45,Average Ambient Pressure,Millimeters (mercury),737.223529
45,45,Elapsed Sample Time,Minutes,1438.188235
45,45,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),10.312711
45,45,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),9.837209
45,45,PM10 - LC,Micrograms/cubic meter (LC),10.638473
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.894118
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.894118
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.894118
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.894118
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.159742
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.075862
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.075862
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.075862
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.075862
45,45,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.126855
45,45,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.111494
45,45,Ozone,Parts per million,0.042194
45,45,Ozone,Parts per million,0.039
45,45,Ozone,Parts per million,0.039
45,45,Ozone,Parts per million,0.0389
45,45,Sample Flow Rate- CV,Percent,0.090323
45,45,Sample Flow Rate- CV,Percent,0.09
45,45,Sample Volume,Cubic meter,23.983871
45,45,Sample Volume,Cubic meter,23.99
45,45,Ambient Min Temperature,Degrees Centigrade,6.045161
45,45,Ambient Min Temperature,Degrees Centigrade,5.403333
45,45,Ambient Max Temperature,Degrees Centigrade,16.096774
45,45,Ambient Max Temperature,Degrees Centigrade,15.42
45,45,Average Ambient Temperature,Degrees Centigrade,10.822581
45,45,Average Ambient Temperature,Degrees Centigrade,10.263333
45,45,Sample Min Baro Pressure,Millimeters (mercury),740.16129
45,45,Sample Min Baro Pressure,Millimeters (mercury),738.733333
45,45,Sample Max Baro Pressure,Millimeters (mercury),746.387097
45,45,Sample Max Baro Pressure,Millimeters (mercury),745.1
45,45,Average Ambient Pressure,Millimeters (mercury),743.290323
45,45,Average Ambient Pressure,Millimeters (mercury),741.8
45,45,Elapsed Sample Time,Minutes,1438.16129
45,45,Elapsed Sample Time,Minutes,1438.466667
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.280645
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.280645
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.280645
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.280645
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.15
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.15
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.15
45,45,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.15
45,51,Ozone,Parts per million,0.043355
45,51,Ozone,Parts per million,0.039355
45,51,Ozone,Parts per million,0.039355
45,51,Ozone,Parts per million,0.039167
45,63,Sulfur dioxide,Parts per billion,0.424176
45,63,Sulfur dioxide,Parts per billion,0.190069
45,63,Sulfur dioxide,Parts per billion,0.185714
45,63,Sulfur dioxide,Parts per billion,0.169608
45,63,Sulfur dioxide,Parts per billion,0.189772
45,63,Sample Flow Rate- CV,Percent,0.091463
45,63,Sample Volume,Cubic meter,23.989024
45,63,Ambient Min Temperature,Degrees Centigrade,8.067073
45,63,Ambient Max Temperature,Degrees Centigrade,19.204878
45,63,Average Ambient Temperature,Degrees Centigrade,13.32561
45,63,Sample Min Baro Pressure,Millimeters (mercury),756.743902
45,63,Sample Max Baro Pressure,Millimeters (mercury),762.97561
45,63,Average Ambient Pressure,Millimeters (mercury),759.841463
45,63,Elapsed Sample Time,Minutes,1438.207317
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.478049
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.478049
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.478049
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.478049
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.412402
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.460976
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.460976
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.460976
45,63,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.460976
45,63,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-1.064075
45,63,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.92439
45,63,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),12.153203
45,63,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),11.78022
45,63,PM10 - LC,Micrograms/cubic meter (LC),12.62117
45,73,Sulfur dioxide,Parts per billion,0.18
45,73,Sulfur dioxide,Parts per billion,0.096813
45,73,Sulfur dioxide,Parts per billion,0.105
45,73,Sulfur dioxide,Parts per billion,0.086667
45,73,Sulfur dioxide,Parts per billion,0.10014
45,79,Carbon monoxide,Parts per million,-0.034344
45,79,Carbon monoxide,Parts per million,-0.0295
45,79,Sulfur dioxide,Parts per billion,0.336264
45,79,Sulfur dioxide,Parts per billion,0.148708
45,79,Sulfur dioxide,Parts per billion,0.149451
45,79,Sulfur dioxide,Parts per billion,0.128552
45,79,Sulfur dioxide,Parts per billion,0.149318
45,79,Reactive oxides of nitrogen (NOy),Parts per billion,8.328707
45,79,Nitric oxide (NO),Parts per billion,2.080351
45,79,NOy - NO,Parts per billion,6.071585
45,79,Ozone,Parts per million,0.03711
45,79,Ozone,Parts per million,0.03326
45,79,Ozone,Parts per million,0.03326
45,79,Ozone,Parts per million,0.033155
45,79,Wind Speed - Resultant,Knots,2.545879
45,79,Wind Direction - Resultant,Degrees Compass,146.100733
45,79,Outdoor Temperature,Degrees Fahrenheit,54.405495
45,79,Relative Humidity ,Percent relative humidity,72.367216
45,79,Rain/melt precipitation,Inches (rainfall),0.005896
45,79,Sample Flow Rate- CV,Percent,0.090323
45,79,Sample Flow Rate- CV,Percent,0.092857
45,79,Sample Volume,Cubic meter,23.987097
45,79,Sample Volume,Cubic meter,23.985714
45,79,Ambient Min Temperature,Degrees Centigrade,7.783871
45,79,Ambient Min Temperature,Degrees Centigrade,7.65
45,79,Ambient Max Temperature,Degrees Centigrade,18.419355
45,79,Ambient Max Temperature,Degrees Centigrade,18.260714
45,79,Average Ambient Temperature,Degrees Centigrade,12.703226
45,79,Average Ambient Temperature,Degrees Centigrade,12.617857
45,79,Sample Min Baro Pressure,Millimeters (mercury),750.354839
45,79,Sample Min Baro Pressure,Millimeters (mercury),753.642857
45,79,Sample Max Baro Pressure,Millimeters (mercury),756.451613
45,79,Sample Max Baro Pressure,Millimeters (mercury),759.392857
45,79,Average Ambient Pressure,Millimeters (mercury),753.354839
45,79,Average Ambient Pressure,Millimeters (mercury),756.321429
45,79,Elapsed Sample Time,Minutes,1438.193548
45,79,Elapsed Sample Time,Minutes,1438.285714
45,79,PM10 - LC,Micrograms/cubic meter (LC),9.258065
45,79,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),3.43871
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.23871
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.23871
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.23871
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.23871
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.371429
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.371429
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.371429
45,79,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.371429
45,79,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.584953
45,79,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),6.529851
45,79,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.878934
45,79,PM2.5 Volatile Channel,Micrograms/cubic meter (LC),-0.825373
45,79,Sulfur dioxide,Parts per billion,0.114286
45,79,Sulfur dioxide,Parts per billion,0.010465
45,79,Sulfur dioxide,Parts per billion,0.014286
45,79,Sulfur dioxide,Parts per billion,0.011404
45,79,Sulfur dioxide,Parts per billion,0.003318
45,79,Ozone,Parts per million,0.038516
45,79,Ozone,Parts per million,0.034548
45,79,Ozone,Parts per million,0.034548
45,79,Ozone,Parts per million,0.0345
45,79,Rain/melt precipitation,Inches (rainfall),0.00706
45,79,Nitric oxide (NO),Parts per billion,0.309846
45,79,Nitrogen dioxide (NO2),Parts per billion,9.213483
45,79,Nitrogen dioxide (NO2),Parts per billion,3.558096
45,79,Oxides of nitrogen (NOx),Parts per billion,4.234251
45,79,Ozone,Parts per million,0.04171
45,79,Ozone,Parts per million,0.038548
45,79,Ozone,Parts per million,0.038548
45,79,Ozone,Parts per million,0.038267
45,83,Ozone,Parts per million,0.0402
45,83,Ozone,Parts per million,0.036633
45,83,Ozone,Parts per million,0.036633
45,83,Ozone,Parts per million,0.036172
45,83,Sample Flow Rate- CV,Percent,0.092683
45,83,Sample Flow Rate- CV,Percent,0.093333
45,83,Sample Volume,Cubic meter,23.987805
45,83,Sample Volume,Cubic meter,23.986667
45,83,Ambient Min Temperature,Degrees Centigrade,5.42561
45,83,Ambient Min Temperature,Degrees Centigrade,4.953333
45,83,Ambient Max Temperature,Degrees Centigrade,16.234146
45,83,Ambient Max Temperature,Degrees Centigrade,15.846667
45,83,Average Ambient Temperature,Degrees Centigrade,10.75122
45,83,Average Ambient Temperature,Degrees Centigrade,10.346667
45,83,Sample Min Baro Pressure,Millimeters (mercury),741.914634
45,83,Sample Min Baro Pressure,Millimeters (mercury),744.866667
45,83,Sample Max Baro Pressure,Millimeters (mercury),748.231707
45,83,Sample Max Baro Pressure,Millimeters (mercury),751.066667
45,83,Average Ambient Pressure,Millimeters (mercury),744.963415
45,83,Average Ambient Pressure,Millimeters (mercury),748.066667
45,83,Elapsed Sample Time,Minutes,1438.219512
45,83,Elapsed Sample Time,Minutes,1438.266667
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.115854
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.115854
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.115854
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.115854
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.413333
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.413333
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.413333
45,83,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.413333
